idx,review_id,order_id,review_score,delivery_days,in_gold,topic,sentiment,gold_topic,gold_sentiment
87,f51a5d398f2374cb21257cc26a2ee01a,dcbec508f4fc195063833b2054995d32,1,46.28449074074074,0,delivery_shipping,negative,,
88,6d9e026755d4aec54a2334e9b6d35b08,d16f9a68b1aa5e1e872a86a474930835,1,,0,delivery_shipping,negative,,
89,a3ee01e5ed1c50bee12b1b82b79b31bf,8f8bc0535394094e24486da5f27ddc8d,4,13.057928240740742,0,product_quality,positive,,
90,5414ccae46e737879d3abffb7f7b6d55,f3fe458f9ea7468f40f3c535818a7e80,5,5.972847222222223,0,product_quality,positive,,
91,b13013b811c2325934e8e049683bdcf2,51725d3e4bdfc97e28b40543310da8a3,1,21.92972222222222,1,product_quality,negative,product_quality,negative
92,7db2631738c433cc51917db13aa2e747,cefe510f726c2a8d6a5f0a8a515ebf50,1,11.57417824074074,0,product_quality,negative,,
93,b8ae58d8aaf02bf99499884c0fe19ac2,7ede7940d99eca2cca79e5120a63f3f3,4,22.053854166666667,0,delivery_shipping,negative,,
94,48563905d91e9530817215a9a4432741,8af28fda2e3f6beb5ad8a52f388e4631,5,10.914537037037038,0,product_quality,positive,,
95,3dca11df77acc554aa2f0f98292bbe43,0397de68fce44f5cdd948f2a5e83862b,1,6.197268518518518,0,product_quality,negative,,
96,7fd6b41ff07c831d31a7fea0e0d66b56,a6055e208086fe169c0a0f191b43445c,5,4.061041666666667,0,other,positive,,
97,bac39a30c27fd42d267953f5d9ce4948,18de001c224789d86e9b702f0c0dde74,5,7.70275462962963,0,delivery_shipping,positive,,
98,97bcebfc73a72905795476815cb5a2aa,53f3f52eca823461e5ee857dd46fb101,5,19.96878472222222,0,product_quality,positive,,
99,ce81418965d87fc6ff5c82c6e5141a88,20834ef6941f038baa2ad303dc1db413,5,9.651516203703704,0,other,positive,,
100,2144c89d3f5223859489cd2f6248d3ec,1bc159c29e3f54a9f2d4d2bdaa45b5df,4,7.755300925925926,0,other,positive,,
101,97c727290349aa034bb61f586175ba82,7f97fdc3070d34e6e2a9db4b367e98c9,5,18.85131944444445,0,delivery_shipping,positive,,
102,2998c7c8581528db19796a0f9124660d,4e52da2f158abdf42c94b06eacf0eb60,4,8.361053240740741,0,product_quality,positive,,
103,9194bbd14273ecb710f5adb46d1d3c8a,8e481ac12e05d41b6bcda081f132789c,4,7.966319444444444,0,other,positive,,
104,f3ec48a00e5a8823b6cc48625c03cf1d,2199c1bff4b83c7fbfe37f9f8818326b,1,28.05789351851852,0,delivery_shipping,negative,,
105,464879fa9b78bd5d9b81327d63a3fe75,6f238ec63bf03937a0f89a630c3dc1f5,5,18.957314814814815,1,product_quality,positive,delivery_shipping,positive
106,ada5d7122f322dab29d830ab83792a18,642c50cb8d316db5333548a2c0fde4c6,5,7.717511574074075,0,product_quality,positive,,
107,a74e625163df3bb5cfaa3f24bb9a0e4d,363b0ca1f6415ac4da76eb3a3d91f191,1,25.931319444444444,0,delivery_shipping,negative,,
108,02a8d9699a0dc9a726a7c530c70c839e,ef2c378cc37b127ef373094451b9b70f,5,8.238321759259259,0,product_quality,positive,,
109,bb26ba159af4f8531be0a14c34f866cf,b8433dcc9c5745016d68b7ed9087e3a0,4,12.191354166666668,0,other,positive,,
110,198a7281626e17dc97195e5c9a8b16c7,b83972e412c479d855b5fcdaff8f4d67,5,4.696539351851852,0,product_quality,positive,,
111,780bd255c95af7fae2a95a8a1e652ba0,305117a349bea514f1b57f0d17aa7055,3,14.970810185185185,1,product_quality,neutral,product_quality,neutral
112,4c48489c297d6f0474d2c3a21be63e37,2ac76d681b26fb9a0bacc88b2e532430,3,6.186134259259259,0,customer_service,neutral,,
113,1060d56dcc60ee8aac9cc1e5880c2bf2,c107e4232a2d4729ae3da1aede9eb1e2,1,12.960694444444444,0,product_quality,negative,,
114,e5d2692fe45a9bf8ceacc0c3b9944528,ffc1be2cfc663c95a4663eae09796e19,4,18.096226851851853,0,delivery_shipping,negative,,
115,7177b743bc34ca680795500cf1db91f3,442c20f1686da98436dda5a6c7c52e16,5,10.851122685185183,0,product_quality,positive,,
116,8eb5000a7d3b91685e234b5d15dedda0,3924ecb5e299e5fb70a6f38e34aa4c1a,5,9.995578703703703,0,product_quality,positive,,
117,3322460564fc8f370b077b7e49d733ad,b75ec2d4ba9e40634c65c4b6be946b6c,4,9.967662037037035,0,delivery_shipping,positive,,
118,348bb52140cb8ab0a2ff4df1e38595b3,c5de257a3b1e0eccc238b501b939b9dd,1,37.640590277777775,0,delivery_shipping,negative,,
119,c587962d35352f4a20751a29ac397f71,717655141667e7ddd98d141db089030f,4,24.96478009259259,1,product_quality,neutral,product_quality,neutral
120,0316cf6a2c01c9705a37241a8d08dda8,518e50004c3dded8e8a25b96b47d116a,5,5.470011574074074,0,product_quality,positive,,
121,5270574b820e27ed76cdb13a6dfc4391,a82dcbafd23833baa1a6f5328cedf5a2,1,15.772523148148148,0,product_quality,negative,,
122,a370bd7d6b7092478bbc56f6315a1ebb,20c01dd7a0783578fb672819519685ca,4,12.19763888888889,1,product_quality,positive,delivery_shipping,positive
123,e412e969e503c869d5e3c7952001afbf,94a17118656ebafc4951d0f42859c168,5,7.304398148148148,0,other,positive,,
124,ffdbb78f8ccb68da33e0d08769cc370b,34636c8ebf156ff646392967b52f97af,5,16.843564814814815,0,other,positive,,
125,fea46f78ce903a1cf5891e89b5b395f4,1ac975a2e0caad3a89c4c5bbdc8f996a,5,7.431377314814815,1,delivery_shipping,positive,delivery_shipping,positive
126,c1b4a0188f42cb250bf5549c9501eb20,f0427cccb303a6d9c1d33af23a9f0c65,1,15.9975,0,delivery_shipping,negative,,
127,684697287fec3e4dc2e8704348b9a1a8,14056d7cad6fbef25503befcd851fc72,5,8.740729166666666,0,other,positive,,
128,3a3d4189aef2a6dcdeb7bd75e654aed2,6d57e677a70c56edb8978b8c68afdbb8,4,16.46707175925926,1,product_quality,negative,product_quality,negative
129,b2428491ebf0bc8b83e689d544e62061,12f12b0c970ed338e7a4cf857fd1eb33,2,5.46556712962963,0,other,neutral,,
130,cb1167d0d72ad282833cc85c0fe178f1,248f977b0cbdc09f2c33465578b76873,5,16.343738425925928,0,other,positive,,
131,a5107a5c2ec9c677641b907526da3eab,421eaa852399cc515551fab116db12fe,5,8.139270833333333,0,product_quality,positive,,
132,75cfce1f99f55b05db43069c25752652,38c27dfc491d9aabf7733ae9a163f8af,4,1.7984837962962965,0,product_quality,negative,,
133,72906dc18cd7aaed26be40c859613c65,0544030711e50ec2cb6c15764d22891a,1,18.17127314814815,0,product_quality,negative,,
134,fba10cb26df7b1292e3efe486b6d0907,38df543e1956e91a0b4ee89c4a49dbf3,4,27.336770833333333,1,delivery_shipping,neutral,delivery_shipping,positive
135,24fca39028bd6bbbcf4c0d9929b75f30,bee4fbc438d2d48527e812cb6a1c8166,1,43.1259375,0,delivery_shipping,negative,,
136,7bbed20edbdbef40df091446cfd51c7f,1e0a395430b20ee676be812c714b1ba6,4,3.9918171296296294,0,product_quality,positive,,
137,1a9542d9ce3b1d9771070bce3dd22716,ae30b3b7dd8b6106d53a9c4af07736f2,5,4.226458333333333,0,product_quality,positive,,
138,e42ac8f45d762b38ef38bd7d6b14ab78,39774525e32164b147737bc4932ec02a,5,3.1736805555555554,0,other,positive,,
139,36db24f20b7b8cd08d81fc8dd5ec4261,13430fd38aeb09240481e4aade4a19fc,5,8.515381944444444,0,product_quality,positive,,
140,3a3d8d6610098a1c0b86c26e5f1bf070,afc0208aeafed672198f15d508bb0760,4,15.032002314814816,0,product_quality,positive,,
141,0cd404ed19c3e0abf2cefb264815f722,f56ab71ae65c4d4e1d599b5cf1fe3112,5,17.26644675925926,1,product_quality,positive,delivery_shipping,positive
142,5c99f6ff0f883ea3b283853720266109,d98e1bbea27add1b46f2f78aa0a3517b,5,11.06894675925926,0,delivery_shipping,positive,,
143,47f3bcca5a32c2daf41c85c8075bed22,ecacec879cf5892cc982fa6415e60371,5,7.567638888888889,1,delivery_shipping,positive,delivery_shipping,positive
144,57f42ef76cd67dc7575082f526a92ab4,9e404de5caad33c6cbff720e0d721008,2,31.046666666666667,1,delivery_shipping,negative,delivery_shipping,negative
145,c1873036f315d44a81e20a98b6d8b8cf,9da6e3bacbae9dfb6f886b2fcdd80bcd,2,42.4540162037037,0,delivery_shipping,negative,,
146,52f0e4be30fdb216f94ceec0d5747060,48cefe210d7a04f470fd6592ea91ffb9,1,68.29239583333333,0,delivery_shipping,negative,,
147,308efe0684448009c6ae0ce748abe2a4,1b147191d6c1f8ce8f2cf5d52f3e9c49,5,37.219039351851855,0,other,positive,,
148,9c62b409410992f057c1e573ecc6eb6a,e495feae6785e3de6da18e3b567982bc,1,17.166793981481483,0,product_quality,negative,,
149,1eb629865d32d54bbb43d0ac17134d9d,942cb81b8e0a2f33510159729f69d8b1,5,14.973194444444443,0,customer_service,positive,,
150,4d1fde04ecdd948298f2df8943ffda7d,d0e25f97b5c712b13e725c274a17f44c,5,13.915405092592591,0,delivery_shipping,positive,,
151,109c0901968d5a76adab68a2c324d4d7,e4798e36e5f3fb9c75a695fdb0a2936a,5,1.7829861111111112,0,delivery_shipping,positive,,
152,4ef59f6c9b99e98d366046bec3b5184f,7a541b113a2aad3f0854eed998dc7ee8,5,8.88,0,other,positive,,
153,fdbf078ebb277a5eea895f65dc962da1,ed6d997cc12ec67c2c42f19b370c60be,4,8.6184375,0,delivery_shipping,positive,,
154,6ad4fec6fc0f7a5cd309fbe144ae9a1e,01855f880aae9a984c7c33b26fcf2e02,5,5.03400462962963,0,delivery_shipping,positive,,
155,7edc6bcc5bdefed730bf78ceb845a1e4,5a4fb5816ef33f8e7514eb2719b794ea,4,11.15366898148148,0,delivery_shipping,positive,,
156,ba7cc43d97c5e6153f353d76537a07e5,2aa70a3997b199cbaa277cdbdd11bd84,5,17.29309027777778,0,product_quality,positive,,
157,d6199315f37472452b88f95a8f827fe3,43ebc8e1bcfbbd54e735d48bef113b82,4,9.60443287037037,0,delivery_shipping,positive,,
158,d783b9df1cbb8273c3fd93dabebc7028,fa501c06e7a60e98b43e678fd5205c37,1,6.074351851851852,0,product_quality,negative,,
159,59952f8a0a2635a24a0042312fa6118e,a1894265708f519fcdfa6476095d46ae,5,7.8549189814814815,0,delivery_shipping,positive,,
160,82dbb86cd473f9145976711279d2ad95,a14990206b64de40d5aa9e4a235bcc64,2,27.94158564814815,0,delivery_shipping,negative,,
161,f6192f54ccb20122c5346279d6c2b534,33dbd2002d80438989cc32296d1a2ed9,5,5.991203703703704,0,product_quality,positive,,
162,f0926a194cb1020a9db03dcea2965449,827a09bfc4897fbe516f911c82365ede,5,2.269837962962963,0,delivery_shipping,positive,,
163,e362b005b08fd777cb2e29d8be450cce,48ae7c42ef48317f964c51175915407e,5,17.371666666666666,1,other,positive,other,positive
164,08e0b7588f3a3594735949d6528783f4,a951133aeeb49076723a581a3eb8d51b,1,6.186226851851852,0,product_quality,negative,,
165,bb1f7bf4013b353edba78486f176143c,c3b1312808b5e55eda5efa7fcb111b00,4,20.04050925925926,0,price_value,negative,,
166,d208fca6db164f5c4bc3b98a7386409a,49db26941af1a612f2c08b71ea7d5c04,5,9.47815972222222,0,other,positive,,
167,455e010660a079e65832f49e54084798,99d834a0bb72d31e3d0af9bcfe70f175,5,5.063819444444444,0,other,positive,,
168,3932906047a7d32bef9f69b580752a3d,338be6220254203898339bb8b6021138,5,13.60150462962963,0,delivery_shipping,positive,,
169,0d429a74885e1504eb865c9ff1d7458d,e885d4ac4244bd62acf41453b5684377,5,21.37940972222222,0,product_quality,positive,,
170,97db5b4bc2a05d43231355b3e18a20fa,19c386dab06e3c24f06cfd16b054f310,3,9.353032407407408,0,product_quality,positive,,
171,014295912d0bb13c6cbb868e17746d1e,fb4d41fc71d5a2350b182caae19fbd37,4,12.834872685185186,0,product_quality,positive,,
172,e0a0c38a410b88ca67a4007d30bd495d,a7e81b5cf4f8a13c638129228f4696fb,5,15.460462962962962,0,customer_service,positive,,
173,499b0820814f9e7d1f7f50eb4d4bacfd,aea6f638ec66f7a8db1a9216ddaaff2b,5,9.291006944444444,0,delivery_shipping,positive,,
174,a8fadf675415935a325cafd820a4c58c,3598211db755ee86a39eb09bbb4d4365,4,14.177048611111111,0,product_quality,positive,,
175,ef6e643a266db5c4bb87e87d7beb122d,25f22c7921c0a8d9aece054f7daab2b8,2,6.855949074074074,0,product_quality,negative,,
176,4aefaeee5ed09296c3352265560dd522,94cbeb924291c55038f6d70ce58944d1,1,25.20138888888889,1,product_quality,negative,product_quality,negative
177,74faa8128ffe6b654dfc1330eb4e61aa,219f831fcedecf53187489f9aad154eb,5,7.89125,0,delivery_shipping,positive,,
178,24a56c5bb899c87761faae0e713aac1d,3e93ed8410f3fa2cd639ec11c30de523,5,5.727569444444445,0,delivery_shipping,positive,,
179,e8109a7418b26f16b2a57e92d3586637,25dae1a0efc5bba5a14622eaf552ad78,5,15.56425925925926,1,product_quality,positive,delivery_shipping,positive
180,0cd19f56749599224811bb3555e92385,b3b9c134c866906502560d298369a253,5,9.897395833333333,1,delivery_shipping,positive,delivery_shipping,positive
181,676afc5d855115f38150fd0902a45b3a,765e82006189100419015233bf26be8a,5,2.911064814814815,0,delivery_shipping,positive,,
182,7fdfd6ad50849fe1435d51b8ffa8e4b2,319bc82f24defe9aea4274a6bded23ab,5,4.8710300925925925,0,product_quality,positive,,
183,e9530f1076b701ad117d0d1ddd6f6c74,92515c13ea7bcf398a6d73f2558f08fb,5,10.224050925925926,1,delivery_shipping,positive,delivery_shipping,positive
184,720881b598d89f4986451a39bd0f54e4,da1990d1037cd108f89b13fc5db97476,5,20.21060185185185,0,customer_service,positive,,
185,fb0c6bce9f869f1edde9d8e2539a83c2,da8996a9d4001412806283a4996baf7e,1,9.125590277777778,0,customer_service,negative,,
186,6cfa10799b73732ffa8142d6c331921a,3e170726582244699b156f1c7044223a,1,,1,delivery_shipping,negative,delivery_shipping,negative
187,122bc2757bf00a74044291c8956979dd,e18be83c4a3b99b4eab98b64ae5bee5b,1,3.62125,0,delivery_shipping,negative,,
188,3efa3930d080fe8a78d1c0d616019a85,62b86d4e40eb55d675e2ff8be00dd5e9,5,13.866909722222225,1,other,positive,other,positive
189,f595b868d7e62687017e398a266b2a42,ca5a4af4d2f58995a39865ef80e34cbe,5,15.90525462962963,1,product_quality,positive,product_quality,positive
190,5fc24814be99e80023baebff0e4747c9,83f897bfa5b1f95356e8c9a33679cb49,5,3.018460648148148,1,product_quality,positive,delivery_shipping,positive
191,41294ce398e8205d103615def8ef3b9b,3444a96bd74b41c9ef9ff23c7ee3c4c5,5,34.163784722222225,1,product_quality,negative,product_quality,negative
192,cb1f6bea74be52229a06bc2fb5a60bb3,c0afa67d21507622f9edddcf9b56ee4b,1,44.046597222222225,0,delivery_shipping,negative,,
193,2c1c256941576fe10bfa073c8c680be2,3de96b35ed547a94451b30a4254f2c16,4,7.313101851851852,0,product_quality,positive,,
194,aea18b525504e6d6cd40b116a35f6cc8,0a7888b4a8bdf63a03f4e7db63a6fc59,4,17.98984953703704,0,product_quality,positive,,
195,96616c4c1ccaf42bcb7dc3f01f74e5a2,6be2387f026d43a5aafdf9fd969f5417,3,20.660462962962963,0,product_quality,negative,,
196,953b9f0e4c4b78ac786abd80207506b0,c284eb7adf76e92a2a39d845f1333a61,4,3.8149652777777776,0,delivery_shipping,positive,,
197,dc7ff228430317daa558734a4af3527d,d812dbfcae5778a9864fae0dfe22d9c9,2,,0,delivery_shipping,negative,,
198,2d8b83f5db81a54ef475d8d7aa78204b,1973095f2596945f9dcc773608d8cad2,5,5.050787037037037,0,other,positive,,
